period,mae,rmse,bias,n_obs,n_inf_nan
full,17.16256185932525,35.6799439421413,-2.833444543862921,14496,0
oct_2025,24.96063182541737,49.71876719497899,-8.266512789440332,2976,0
nov_2025,17.850639117783917,31.348520570197465,-4.034392178409775,2880,0
dec_2025,10.531710949148678,15.388584785769844,2.4495197249544143,2976,0
jan_2026,18.25423124388301,46.277844620810484,-11.491521593580819,2976,0
feb_2026,13.924424023309806,21.033498085079724,8.20519977246647,2688,0
