Target Day,MAE (median),Coverage 0.25-0.75,Coverage 0.1-0.9,APS,Winkler 0.25-0.75,Winkler 0.1-0.9
2025-12-01,11.138762201472167,0.71875,0.9791666666666666,4.358402346993431,37.34440597900157,68.25591267030117
2025-12-02,17.344226987149657,0.4166666666666667,0.84375,6.157254384015073,55.8422576381198,75.27279693649136
2025-12-03,35.851219491730426,0.2708333333333333,0.71875,11.801520937671183,113.49201420518034,87.29122287983098
2025-12-04,11.23528138108245,0.6979166666666666,0.9583333333333334,4.523025805508562,38.256336093700135,73.59761609071181
2025-12-05,8.653762688760956,0.7916666666666666,0.9791666666666666,4.232570797227312,37.18152511164235,75.08953404810255
2025-12-06,6.629164303102087,0.8333333333333334,0.9895833333333334,3.206307564720535,28.226004736929173,56.471598220693046
2025-12-07,7.967385419623171,0.8333333333333334,0.90625,3.818241784443707,34.248459608283895,57.89234439674254
2025-12-08,14.953167259746595,0.4479166666666667,0.9375,5.262653642773065,47.34588196402692,65.83798005106082
2025-12-09,10.440719728437115,0.59375,0.96875,4.134459841342558,36.81829591303338,61.650964883509054
2025-12-10,12.148743195074944,0.5625,0.9479166666666666,4.5157477064726885,40.16505622040773,63.39571036676259
2025-12-11,9.162563911753054,0.75,0.9791666666666666,4.082272985575807,35.80397276007758,68.47487965125201
2025-12-12,6.4390050189095165,0.8958333333333334,0.9895833333333334,3.5933769600841026,32.53724999088815,66.06084370582204
2025-12-13,5.65703589925581,0.8645833333333334,1.0,3.050719471797117,26.975188203250415,56.81282358545076
2025-12-14,6.882656557736344,0.6979166666666666,0.9479166666666666,3.1090340869022706,27.527609125866803,51.186102485150776
2025-12-15,13.370810347746465,0.3958333333333333,0.9479166666666666,4.682626309023186,41.476137664897514,62.1129084135145
2025-12-16,14.877202233053106,0.4791666666666667,0.7916666666666666,5.512608200864719,48.43919936848,68.40220088322282
2025-12-17,8.836062113277203,0.6875,0.8541666666666666,3.9180766758206125,34.02006474970091,62.23205854344328
2025-12-18,12.985897379259145,0.5833333333333334,0.8333333333333334,5.069586124472046,45.46631055747182,60.75593071110854
2025-12-19,13.447828885466896,0.59375,0.9166666666666666,5.091079994643101,45.11472178162092,68.45709960449223
2025-12-20,5.663219494642749,0.8020833333333334,0.9791666666666666,3.076303756126297,27.06272916130922,55.90156957942843
2025-12-21,9.42225781033707,0.5,0.9270833333333334,3.360356790609454,29.68089673422759,44.42001961315608
2025-12-22,6.672938958351476,0.6979166666666666,0.9479166666666666,3.0054006285906976,26.681506991546325,49.55918349582138
2025-12-23,7.425846650022287,0.6666666666666666,0.9583333333333334,2.972176656262616,26.628282744586546,44.04501108155066
2025-12-24,24.01104355275335,0.1875,0.3645833333333333,10.425392320121015,88.66850879220543,83.67375287577272
2025-12-25,15.267614763279122,0.2916666666666667,0.6145833333333334,6.067124612438639,53.17633512268976,50.81282248356774
2025-12-26,8.349176003001263,0.6145833333333334,0.9270833333333334,3.2029400202583838,27.42032058598924,48.96102639703017
2025-12-27,10.609357267472838,0.4791666666666667,0.9375,3.769122756429396,32.05350723502383,51.46505056679954
2025-12-28,7.334068795887021,0.7083333333333334,0.9895833333333334,3.039525113094693,26.52866739317017,48.95801471440107
2025-12-29,7.716216376433359,0.7395833333333334,0.9895833333333334,3.0971843555571934,25.5866864090322,52.22762659403973
2025-12-30,10.33525044192964,0.5208333333333334,0.96875,3.640035228127256,30.459046224581105,52.525876225844364
2025-12-31,6.951314747707232,0.7291666666666666,0.9479166666666666,2.863399236619954,25.306760811958412,44.14083849032403
2026-01-01,35.9890748406491,0.14583333333333334,0.3020833333333333,15.11129685469111,129.19627440138314,105.7172885256274
2026-01-02,12.32966758844231,0.5625,0.8020833333333334,5.16958527388523,45.632714304237346,63.18392569527729
2026-01-03,6.198026035414422,0.7916666666666666,1.0,2.6605877629483077,22.23935801431774,46.44086293454895
2026-01-04,7.729124309452811,0.59375,0.875,3.0338691106814624,26.32688131467442,46.22553608237468
2026-01-05,27.348665568054525,0.15625,0.71875,8.860534703411366,85.03106419278126,61.29856157153693
2026-01-06,9.72092045232465,0.7083333333333334,0.96875,3.4733070338544585,28.309342207348717,53.31481364868648
2026-01-07,9.0545242769648,0.6666666666666666,0.84375,3.626743483837216,31.915698319105047,49.379538439802694
2026-01-08,56.87740568452568,0.3020833333333333,0.5,23.174697467993063,207.34240285062958,125.94456005845434
2026-01-09,9.19810107827509,0.5625,0.9270833333333334,3.643284566952559,31.627412461642816,55.06026420466018
2026-01-10,10.043820500776304,0.65625,0.9375,3.6660704615062585,30.858443005689455,54.460791165366004
2026-01-11,12.3381320588035,0.3958333333333333,0.8229166666666666,4.366767125159792,38.06443150777579,57.53799159822827
2026-01-12,10.139289227162225,0.6041666666666666,0.9375,3.9948544200289704,35.03013307120444,58.62132490753931
2026-01-13,14.713547326892348,0.4166666666666667,0.84375,5.229818251001669,45.47261810946773,64.65420257945546
2026-01-14,16.13596416676893,0.4375,0.7291666666666666,5.447526715789382,48.304702279801575,63.51164067111714
2026-01-15,11.519535414833925,0.53125,0.9166666666666666,4.201139851505469,36.230096821343274,57.65646747790502
2026-01-16,10.94057250941776,0.6145833333333334,0.9479166666666666,4.015072095301309,34.00119088536065,59.869235276347716
2026-01-17,13.160862374343623,0.4270833333333333,0.7916666666666666,4.328040876578201,36.02622961493915,54.114110308726396
2026-01-18,10.710633787817253,0.5104166666666666,0.7083333333333334,4.314647439103513,37.23907293249394,56.43727049210556
2026-01-19,24.796584213944005,0.16666666666666666,0.7604166666666666,7.590864838429229,73.83846830753093,60.798851713306455
2026-01-20,29.406700813164292,0.3645833333333333,0.65625,10.84773187242681,100.95552518082316,82.01540655994951
2026-01-21,9.14345651316666,0.7395833333333334,0.9791666666666666,3.520686312105307,30.700033849016346,53.303673449967164
2026-01-23,10.477470930613741,0.53125,0.96875,3.6931056743480766,32.74281923883118,49.49696597152043
2026-01-24,9.508237429490196,0.5729166666666666,0.9895833333333334,3.1460186841854454,25.985656150424727,44.62541716349228
2026-01-25,9.319196600331681,0.5625,0.9479166666666666,3.1169037177977836,27.387262333157235,40.26587822012636
2026-01-26,20.191833888144576,0.22916666666666666,0.5729166666666666,6.748492221942314,63.20800558566276,51.46023642132923
2026-01-27,10.590153967238296,0.5208333333333334,0.8958333333333334,3.688251484148888,33.551856679773586,45.145391203330114
2026-01-28,17.610257971590823,0.2604166666666667,0.7395833333333334,5.298048568297181,49.893627240316555,44.67231611290337
2026-01-29,13.776125558002832,0.46875,0.9479166666666666,4.179341080463205,38.112657515205576,43.80419555333324
2026-01-30,6.711807879234779,0.7604166666666666,0.96875,2.7928277687615415,25.0201931512937,42.56474634263191
2026-01-31,5.875696532729033,0.78125,0.9791666666666666,2.5707403399638915,23.02702468866131,41.52017211893632
2026-02-01,7.5888404335779684,0.6770833333333334,0.8854166666666666,2.9737268675392494,27.14920050796574,40.78058060742637
2026-02-02,5.166403695679945,0.84375,0.9791666666666666,2.3198235846402673,20.82579311041769,37.71387499139232
2026-02-03,5.864727833867241,0.8125,0.9895833333333334,2.423143346812161,21.398522715261695,38.22758211083499
2026-02-04,8.189160419538124,0.6041666666666666,0.9583333333333334,2.869303277885016,24.876123140154736,39.40105196056806
2026-02-05,6.176351602837454,0.78125,1.0,2.5959306974893575,23.23529336687268,40.82654344309892
2026-02-06,11.017091241709766,0.59375,0.9375,3.6426599429373168,31.98503646652585,43.7030126779591
2026-02-07,10.004563447724317,0.5833333333333334,0.96875,3.274997799594857,28.407922484603464,41.71016694791652
2026-02-08,5.5933043404039635,0.8333333333333334,1.0,2.421328257772289,21.53563756540043,39.260797273093566
2026-02-09,22.339437001894765,0.2708333333333333,0.6770833333333334,7.332069253613435,69.68821011980873,50.56303073890871
2026-02-10,9.137127981538772,0.7291666666666666,0.9583333333333334,3.3823499787457765,30.161492522752056,44.07638490217738
2026-02-11,16.5704831470244,0.3645833333333333,0.7083333333333334,5.449871251944314,50.50750084752377,49.77355564007714
2026-02-12,12.642413906281272,0.3020833333333333,0.90625,3.9402640176945085,34.91171444825784,44.02820138761644
2026-02-13,8.14095963125768,0.625,0.9479166666666666,2.971969699522055,26.239018429378234,41.51036474028965
2026-02-14,4.505964192062876,0.8541666666666666,0.9791666666666666,2.3361019956878257,21.802973207329103,39.65894848494389
2026-02-15,18.32387287811326,0.2916666666666667,0.46875,6.641150247362927,60.449770684470316,49.47813208209215
2026-02-16,3.8023021587616284,0.9166666666666666,0.9895833333333334,2.2011372316438735,20.59729484836359,39.548675330773676
