period,mae,rmse,bias,n_obs,n_inf_nan
full,10.810965093708306,20.125509480839206,-1.4855014186492181,13824,0
oct_2025,16.233638871562878,31.98660878224487,-3.5945155290233166,2496,0
nov_2025,12.739175994138039,23.04828329046726,-2.276613124199383,2880,0
dec_2025,8.979909925705877,13.053690701414082,0.6577696880036912,2976,0
jan_2026,9.860524317668604,16.457873581190697,-3.7282238606445506,2784,0
feb_2026,6.721309646426735,9.727409511827803,1.2704008866313512,2688,0
