period,mae,rmse,bias,n_obs,n_inf_nan
full,9.240598120515308,15.685464047812925,-0.45490192231374066,14496,0
oct_2025,12.966866047314642,21.765397079846164,0.1276594563632609,2976,0
nov_2025,10.819851757768099,18.597097304562542,-0.050685670185030396,2880,0
dec_2025,7.750458154094076,10.550211007408654,0.2946570553380829,2976,0
jan_2026,8.601910014123957,14.551430614487415,-2.7618078513976307,2976,0
feb_2026,5.779946527973429,8.60906673964099,0.19123612024146336,2688,0
