forecast_day,train_days,use_vst,use_lars,runtime_seconds
2025-10-01 00:00:00+02:00,112,True,False,81.93574920899846
2025-10-02 00:00:00+02:00,112,True,False,81.19633320799767
2025-10-03 00:00:00+02:00,112,True,False,83.3942474170035
2025-10-04 00:00:00+02:00,112,True,False,103.73716258299828
2025-10-05 00:00:00+02:00,112,True,False,154.45538395800395
2025-10-06 00:00:00+02:00,112,True,False,115.4306230000002
2025-10-07 00:00:00+02:00,112,True,False,77.02542033299687
2025-10-08 00:00:00+02:00,112,True,False,74.46590037500573
2025-10-09 00:00:00+02:00,112,True,False,79.45343637500628
2025-10-10 00:00:00+02:00,112,True,False,79.90164691700193
2025-10-11 00:00:00+02:00,112,True,False,81.73343616700004
2025-10-12 00:00:00+02:00,112,True,False,83.21235245800199
2025-10-13 00:00:00+02:00,112,True,False,84.66883287500241
2025-10-14 00:00:00+02:00,112,True,False,81.80381620799744
2025-10-15 00:00:00+02:00,112,True,False,81.141553458001
2025-10-16 00:00:00+02:00,112,True,False,78.43265633300325
2025-10-17 00:00:00+02:00,112,True,False,79.334265958998
2025-10-18 00:00:00+02:00,112,True,False,78.1734619159979
2025-10-19 00:00:00+02:00,112,True,False,78.82594629200321
2025-10-20 00:00:00+02:00,112,True,False,75.8333889590067
2025-10-21 00:00:00+02:00,112,True,False,71.76386262499727
2025-10-22 00:00:00+02:00,112,True,False,73.82297645799554
2025-10-23 00:00:00+02:00,112,True,False,74.88075183299952
2025-10-24 00:00:00+02:00,112,True,False,74.81820383299782
2025-10-25 00:00:00+02:00,112,True,False,72.08318487500219
2025-10-26 00:00:00+02:00,112,True,False,67.1719366660036
2025-10-27 00:00:00+01:00,112,True,False,68.8264423340006
2025-10-28 00:00:00+01:00,112,True,False,67.68510916699597
2025-10-29 00:00:00+01:00,112,True,False,66.13146679099737
2025-10-30 00:00:00+01:00,112,True,False,68.20649291599693
2025-10-31 00:00:00+01:00,112,True,False,67.44662562500162
2025-11-01 00:00:00+01:00,112,True,False,93.69318641599966
2025-11-02 00:00:00+01:00,112,True,False,65.54125683400343
2025-11-03 00:00:00+01:00,112,True,False,66.54497354199702
2025-11-04 00:00:00+01:00,112,True,False,66.92333666599734
2025-11-05 00:00:00+01:00,112,True,False,65.27597716599848
2025-11-06 00:00:00+01:00,112,True,False,65.68334933400183
2025-11-07 00:00:00+01:00,112,True,False,65.52793758399639
2025-11-08 00:00:00+01:00,112,True,False,65.83428441699652
2025-11-09 00:00:00+01:00,112,True,False,66.90240329199878
2025-11-10 00:00:00+01:00,112,True,False,66.69449991700094
2025-11-11 00:00:00+01:00,112,True,False,66.70454116700421
2025-11-12 00:00:00+01:00,112,True,False,65.89747541699762
2025-11-13 00:00:00+01:00,112,True,False,66.393668333003
2025-11-14 00:00:00+01:00,112,True,False,64.69460937500116
2025-11-15 00:00:00+01:00,112,True,False,66.38140574999852
2025-11-16 00:00:00+01:00,112,True,False,65.76403987500089
2025-11-17 00:00:00+01:00,112,True,False,67.75373441600095
2025-11-18 00:00:00+01:00,112,True,False,66.02148524999939
2025-11-19 00:00:00+01:00,112,True,False,64.05900583299808
2025-11-20 00:00:00+01:00,112,True,False,63.71967008300271
2025-11-21 00:00:00+01:00,112,True,False,63.93017316699843
2025-11-22 00:00:00+01:00,112,True,False,64.5027792500041
2025-11-23 00:00:00+01:00,112,True,False,64.68203108300077
2025-11-24 00:00:00+01:00,112,True,False,64.47788687499997
2025-11-25 00:00:00+01:00,112,True,False,65.18638350000401
2025-11-26 00:00:00+01:00,112,True,False,62.728396250000515
2025-11-27 00:00:00+01:00,112,True,False,61.7591892499986
2025-11-28 00:00:00+01:00,112,True,False,61.57798904199444
2025-11-29 00:00:00+01:00,112,True,False,62.461748000001535
2025-11-30 00:00:00+01:00,112,True,False,64.47596108400467
2025-12-01 00:00:00+01:00,112,True,True,31.750010290998034
2025-12-02 00:00:00+01:00,112,True,True,31.737311291995866
2025-12-03 00:00:00+01:00,112,True,True,31.91285933299514
2025-12-04 00:00:00+01:00,112,True,True,32.83859920899704
2025-12-05 00:00:00+01:00,112,True,True,31.783054957995773
2025-12-06 00:00:00+01:00,112,True,True,33.49036341699684
2025-12-07 00:00:00+01:00,112,True,True,33.183718917003716
2025-12-08 00:00:00+01:00,112,True,True,33.85539491700183
2025-12-09 00:00:00+01:00,112,True,True,32.49371945799794
2025-12-10 00:00:00+01:00,112,True,True,33.41858124999999
2025-12-11 00:00:00+01:00,112,True,True,32.689799458996276
2025-12-12 00:00:00+01:00,112,True,True,32.56915837500128
2025-12-13 00:00:00+01:00,112,True,True,32.19768929199927
2025-12-14 00:00:00+01:00,112,True,True,32.663181084004464
2025-12-15 00:00:00+01:00,112,True,True,34.68618270799925
2025-12-16 00:00:00+01:00,112,True,True,33.36256066700298
2025-12-17 00:00:00+01:00,112,True,True,31.775581499998225
2025-12-18 00:00:00+01:00,112,True,True,33.960436875000596
2025-12-19 00:00:00+01:00,112,True,True,35.811551457998576
2025-12-20 00:00:00+01:00,112,True,True,34.0376893749999
2025-12-21 00:00:00+01:00,112,True,True,32.047282583997
2025-12-22 00:00:00+01:00,112,True,True,32.37705008399644
2025-12-23 00:00:00+01:00,112,True,True,32.85257241699583
2025-12-24 00:00:00+01:00,112,True,True,32.194642125003156
