period,mae,rmse,bias,n_obs,n_inf_nan
full,9.029192163470299,15.144319011346036,-0.6025303604891571,14496,0
oct_2025,12.455766779670123,20.41812033570599,-1.4905288534476095,2976,0
nov_2025,10.414680295028896,18.017400160042662,1.1449910243570354,2880,0
dec_2025,7.709171970472474,10.910292782401038,-0.24975238771757183,2976,0
jan_2026,8.528057563927742,14.281363550237693,-2.3369661329411695,2976,0
feb_2026,5.767311503463135,8.359069654674188,0.03795905116868316,2688,0
