forecast_day,train_days,use_vst,use_lars,runtime_seconds
2025-10-01 00:00:00+02:00,112,True,False,227.79295091599852
2025-10-02 00:00:00+02:00,112,True,False,215.025330708002
2025-10-03 00:00:00+02:00,112,True,False,205.3425392909994
2025-10-04 00:00:00+02:00,112,True,False,204.0959380839995
2025-10-05 00:00:00+02:00,112,True,False,201.6780116250011
2025-10-06 00:00:00+02:00,112,True,False,194.0754322089997
2025-10-07 00:00:00+02:00,112,True,False,179.46359954199943
2025-10-08 00:00:00+02:00,112,True,False,182.05461762499908
2025-10-09 00:00:00+02:00,112,True,False,183.65641441700063
2025-10-10 00:00:00+02:00,112,True,False,180.3436657079983
2025-10-11 00:00:00+02:00,112,True,False,184.6227542079978
2025-10-12 00:00:00+02:00,112,True,False,183.45253491699987
2025-10-13 00:00:00+02:00,112,True,False,181.91031570799896
2025-10-14 00:00:00+02:00,112,True,False,177.0242843749984
2025-10-15 00:00:00+02:00,112,True,False,167.49573837500066
2025-10-16 00:00:00+02:00,112,True,False,164.98844241700135
2025-10-17 00:00:00+02:00,112,True,False,163.11875362499995
2025-10-18 00:00:00+02:00,112,True,False,171.56910670800062
2025-10-19 00:00:00+02:00,112,True,False,214.19870258300216
2025-10-20 00:00:00+02:00,112,True,False,190.98304504200132
2025-10-21 00:00:00+02:00,112,True,False,182.73804154200116
2025-10-22 00:00:00+02:00,112,True,False,164.8958153329986
2025-10-23 00:00:00+02:00,112,True,False,178.7532917089993
2025-10-24 00:00:00+02:00,112,True,False,168.47606962499776
2025-10-25 00:00:00+02:00,112,True,False,159.7757661249998
2025-10-26 00:00:00+02:00,112,True,False,156.68858704200102
2025-10-27 00:00:00+01:00,112,True,False,166.5585830409982
2025-10-28 00:00:00+01:00,112,True,False,152.15907750000042
2025-10-29 00:00:00+01:00,112,True,False,170.7067575839974
2025-10-30 00:00:00+01:00,112,True,False,164.25645287500083
2025-10-31 00:00:00+01:00,112,True,False,166.65530516700164
2025-11-01 00:00:00+01:00,112,True,False,166.37674358300137
2025-11-02 00:00:00+01:00,112,True,False,146.41999212500014
2025-11-03 00:00:00+01:00,112,True,False,167.32179025000005
2025-11-04 00:00:00+01:00,112,True,False,161.84920887500266
2025-11-05 00:00:00+01:00,112,True,False,163.53759774999708
2025-11-06 00:00:00+01:00,112,True,False,149.4324625420013
2025-11-07 00:00:00+01:00,112,True,False,156.94297225000264
2025-11-08 00:00:00+01:00,112,True,False,152.2776289579997
2025-11-09 00:00:00+01:00,112,True,False,150.78091779100214
2025-11-10 00:00:00+01:00,112,True,False,128.63885033299812
2025-11-11 00:00:00+01:00,112,True,False,127.8212754169981
2025-11-12 00:00:00+01:00,112,True,False,126.84141458299928
2025-11-13 00:00:00+01:00,112,True,False,158.1489533749991
2025-11-14 00:00:00+01:00,112,True,False,158.40193995799928
2025-11-15 00:00:00+01:00,112,True,False,156.94899066600192
2025-11-16 00:00:00+01:00,112,True,False,145.71781262500008
2025-11-17 00:00:00+01:00,112,True,False,162.5458713750013
2025-11-18 00:00:00+01:00,112,True,False,159.60665558300025
2025-11-19 00:00:00+01:00,112,True,False,141.80553720899843
2025-11-20 00:00:00+01:00,112,True,False,303.0427975420025
