period,mae,rmse,bias,n_obs,n_inf_nan
full,15.16233502582168,25.631117235679497,0.5253415938963626,14496,0
oct_2025,20.5681753556018,34.908040447295804,-2.132842530984706,2976,0
nov_2025,17.42302450682285,29.015457783327818,2.4510688929360893,2880,0
dec_2025,10.661328817231048,15.265732817762094,3.2417348395961105,2976,0
jan_2026,13.709096904660534,22.722913717428362,-6.365615816472719,2976,0
feb_2026,13.347329296146189,21.49492510986585,6.026890808356027,2688,0
