forecast_day,train_days,use_vst,use_lars,runtime_seconds
2025-10-01 00:00:00+02:00,112,True,False,187.68512279100003
2025-10-02 00:00:00+02:00,112,True,False,197.31568866700002
2025-10-03 00:00:00+02:00,112,True,False,203.368208709
2025-10-04 00:00:00+02:00,112,True,False,249.9669577080001
2025-10-05 00:00:00+02:00,112,True,False,187.3229594999998
2025-10-06 00:00:00+02:00,112,True,False,207.4406663750001
2025-10-07 00:00:00+02:00,112,True,False,202.759219584
2025-10-08 00:00:00+02:00,112,True,False,213.9849482909999
2025-10-09 00:00:00+02:00,112,True,False,234.75567491699985
2025-10-10 00:00:00+02:00,112,True,False,221.0952327089999
2025-10-11 00:00:00+02:00,112,True,False,216.79189587499968
2025-10-12 00:00:00+02:00,112,True,False,207.77355341700013
2025-10-13 00:00:00+02:00,112,True,False,219.32396812499974
2025-10-14 00:00:00+02:00,112,True,False,207.60295195800018
2025-10-15 00:00:00+02:00,112,True,False,199.942895958
2025-10-16 00:00:00+02:00,112,True,False,189.6901777920002
2025-10-17 00:00:00+02:00,112,True,False,192.69443133399955
2025-10-18 00:00:00+02:00,112,True,False,203.6279722500003
2025-10-19 00:00:00+02:00,112,True,False,200.57833299999947
2025-10-20 00:00:00+02:00,112,True,False,196.78591716699975
2025-10-21 00:00:00+02:00,112,True,False,202.47360687499986
2025-10-22 00:00:00+02:00,112,True,False,204.05875937499968
2025-10-23 00:00:00+02:00,112,True,False,199.80943512499925
2025-10-24 00:00:00+02:00,112,True,False,198.72518924999986
2025-10-25 00:00:00+02:00,112,True,False,194.3938025410007
2025-10-26 00:00:00+02:00,112,True,False,202.85193912500017
2025-10-27 00:00:00+01:00,112,True,False,204.8477977499997
2025-10-28 00:00:00+01:00,112,True,False,193.83029758300017
2025-10-29 00:00:00+01:00,112,True,False,199.2040413750001
2025-10-30 00:00:00+01:00,112,True,False,204.86019491600018
2025-10-31 00:00:00+01:00,112,True,False,198.8663733330004
2025-11-01 00:00:00+01:00,112,True,False,199.5343469160007
2025-11-02 00:00:00+01:00,112,True,False,201.0690495839999
2025-11-03 00:00:00+01:00,112,True,False,201.2914907080003
2025-11-04 00:00:00+01:00,112,True,False,195.04634575
2025-11-05 00:00:00+01:00,112,True,False,196.01272304099984
2025-11-06 00:00:00+01:00,112,True,False,196.1073982500002
2025-11-07 00:00:00+01:00,112,True,False,198.91301483299958
2025-11-08 00:00:00+01:00,112,True,False,196.59370775000025
2025-11-09 00:00:00+01:00,112,True,False,226.98989987500136
2025-11-10 00:00:00+01:00,112,True,False,227.57564229200034
2025-11-11 00:00:00+01:00,112,True,False,225.19723429199985
2025-11-12 00:00:00+01:00,112,True,False,263.8583378330004
2025-11-13 00:00:00+01:00,112,True,False,221.71932654199918
2025-11-14 00:00:00+01:00,112,True,False,219.45759374999943
2025-11-15 00:00:00+01:00,112,True,False,213.9435429160003
2025-11-16 00:00:00+01:00,112,True,False,212.30765954099843
2025-11-17 00:00:00+01:00,112,True,False,209.4389805840001
2025-11-18 00:00:00+01:00,112,True,False,205.6019764169996
2025-11-19 00:00:00+01:00,112,True,False,206.07349837499896
2025-11-20 00:00:00+01:00,112,True,False,205.63495837499977
2025-11-21 00:00:00+01:00,112,True,False,200.17294641699846
2025-11-22 00:00:00+01:00,112,True,False,197.31531308299964
2025-11-23 00:00:00+01:00,112,True,False,196.8126574580001
2025-11-24 00:00:00+01:00,112,True,False,201.2312863749994
2025-11-25 00:00:00+01:00,112,True,False,204.52827520900064
