period,mae,rmse,bias,n_obs,n_inf_nan
full,15.217050896694214,24.715001456271523,-0.015283166208620871,14496,0
oct_2025,20.443476210873218,33.804460399354205,-2.6028915189969304,2976,0
nov_2025,16.554305115624675,26.372506058922962,1.0002343629773147,2880,0
dec_2025,10.985936118597005,15.27553340914701,4.061549723215293,2976,0
jan_2026,15.185285094166764,24.48023066577266,-8.411917955480984,2976,0
feb_2026,12.717496849976417,19.024358159014543,6.544152260797148,2688,0
