period,mae,rmse,bias,n_obs,n_inf_nan
full,10.641649741035636,18.24391272327454,-1.3373016025274869,14496,0
oct_2025,15.034659854317665,25.101930632246617,-2.336192318755228,2976,0
nov_2025,12.238688837782824,21.911022904598255,-1.9582083296593837,2880,0
dec_2025,8.616194539015245,11.857593748479404,0.8102897329363385,2976,0
jan_2026,10.163895288241429,17.212259045409656,-4.401450946077465,2976,0
feb_2026,6.838257344074704,9.96421210945241,1.448630978461357,2688,0
