train_days,cluster_group,ANC,cluster_id
112,Wind Cluster 2,5.216243382653233,2
112,Wind Cluster 0,2.087633302670583,0
112,Wind Cluster 1,1.4255603852799599,1
112,Wind Cluster 3,0.8717694203747696,3
112,Wind Cluster 4,0.8409746207316631,4
