train_days,cluster_group,ANC,cluster_id
112,Solar Cluster 3,1.0446094050707457,3
112,Solar Cluster 0,0.6700723974037699,0
112,Solar Cluster 2,0.5767452197791317,2
112,Solar Cluster 4,0.5297270980820536,4
112,Solar Cluster 1,0.5256932308270061,1
