forecast_day,train_days,use_vst,use_lars,runtime_seconds
2025-10-01 00:00:00+02:00,56,True,False,66.74473412500083
2025-10-02 00:00:00+02:00,56,True,False,65.25025933299912
2025-10-03 00:00:00+02:00,56,True,False,66.94138541700522
2025-10-04 00:00:00+02:00,56,True,False,69.90012125000067
2025-10-05 00:00:00+02:00,56,True,False,89.88074895799946
2025-10-06 00:00:00+02:00,56,True,False,81.62960283300345
2025-10-07 00:00:00+02:00,56,True,False,65.11201699999947
2025-10-08 00:00:00+02:00,56,True,False,72.69329987500532
2025-10-09 00:00:00+02:00,56,True,False,75.80760812499648
2025-10-10 00:00:00+02:00,56,True,False,74.73472595799831
2025-10-11 00:00:00+02:00,56,True,False,69.47747462499683
2025-10-12 00:00:00+02:00,56,True,False,70.95717287499428
2025-10-13 00:00:00+02:00,56,True,False,67.14242612499947
2025-10-14 00:00:00+02:00,56,True,False,78.65594283300015
2025-10-15 00:00:00+02:00,56,True,False,71.46810733300663
2025-10-16 00:00:00+02:00,56,True,False,67.41962045800028
2025-10-17 00:00:00+02:00,56,True,False,53.145364750002045
2025-10-18 00:00:00+02:00,56,True,False,55.68826658400212
2025-10-19 00:00:00+02:00,56,True,False,63.6443531670011
2025-10-20 00:00:00+02:00,56,True,False,63.35250487499434
2025-10-21 00:00:00+02:00,56,True,False,60.03712579100102
2025-10-22 00:00:00+02:00,56,True,False,55.15119775000494
2025-10-23 00:00:00+02:00,56,True,False,57.3155926249965
2025-10-24 00:00:00+02:00,56,True,False,49.799939708995225
2025-10-25 00:00:00+02:00,56,True,False,52.06715945799806
2025-10-26 00:00:00+02:00,56,True,False,46.62749170800089
2025-10-27 00:00:00+01:00,56,True,False,49.10447029200441
2025-10-28 00:00:00+01:00,56,True,False,54.29051395800343
2025-10-29 00:00:00+01:00,56,True,False,48.458822208005586
2025-10-30 00:00:00+01:00,56,True,False,52.38489741700323
2025-10-31 00:00:00+01:00,56,True,False,46.584248500003014
2025-11-01 00:00:00+01:00,56,True,False,47.67938675000187
2025-11-02 00:00:00+01:00,56,True,False,46.30854762499803
2025-11-03 00:00:00+01:00,56,True,False,45.935141834001115
2025-11-04 00:00:00+01:00,56,True,False,47.603580791997956
2025-11-05 00:00:00+01:00,56,True,False,52.34914308299631
2025-11-06 00:00:00+01:00,56,True,False,54.34398745900398
2025-11-07 00:00:00+01:00,56,True,False,54.1133481249999
2025-11-08 00:00:00+01:00,56,True,False,48.44130716599466
2025-11-09 00:00:00+01:00,56,True,False,54.2448909589948
2025-11-10 00:00:00+01:00,56,True,False,51.741184541999246
2025-11-11 00:00:00+01:00,56,True,False,51.5787218330006
2025-11-12 00:00:00+01:00,56,True,False,56.12721433299885
2025-11-13 00:00:00+01:00,56,True,False,57.18482291699911
2025-11-14 00:00:00+01:00,56,True,False,51.980942583002616
2025-11-15 00:00:00+01:00,56,True,False,47.642523500006064
2025-11-16 00:00:00+01:00,56,True,False,44.182028209004784
2025-11-17 00:00:00+01:00,56,True,False,47.698422250003205
2025-11-18 00:00:00+01:00,56,True,False,44.592800083999464
2025-11-19 00:00:00+01:00,56,True,False,43.077807833004044
2025-11-20 00:00:00+01:00,56,True,False,46.87256320800225
2025-11-21 00:00:00+01:00,56,True,False,46.765664541999286
2025-11-22 00:00:00+01:00,56,True,False,49.86068658300064
2025-11-23 00:00:00+01:00,56,True,False,49.61399208300281
2025-11-24 00:00:00+01:00,56,True,False,48.39956104200246
2025-11-25 00:00:00+01:00,56,True,False,51.38674316700053
2025-11-26 00:00:00+01:00,56,True,False,52.917060207997565
2025-11-27 00:00:00+01:00,56,True,False,48.506680999998935
2025-11-28 00:00:00+01:00,56,True,False,53.201375958000426
2025-11-29 00:00:00+01:00,56,True,False,50.97155266600021
2025-11-30 00:00:00+01:00,56,True,False,58.32294399999955
2025-12-01 00:00:00+01:00,56,True,True,29.165050333998806
2025-12-02 00:00:00+01:00,56,True,True,39.9942816249968
2025-12-03 00:00:00+01:00,56,True,True,30.654724583000643
2025-12-04 00:00:00+01:00,56,True,True,30.40144416700059
2025-12-05 00:00:00+01:00,56,True,True,27.373770375001186
2025-12-06 00:00:00+01:00,56,True,True,40.74183695800457
2025-12-07 00:00:00+01:00,56,True,True,63.92821316699701
2025-12-08 00:00:00+01:00,56,True,True,29.445630541995342
2025-12-09 00:00:00+01:00,56,True,True,33.23128733300109
2025-12-10 00:00:00+01:00,56,True,True,28.1755274580064
2025-12-11 00:00:00+01:00,56,True,True,28.06779783299862
2025-12-12 00:00:00+01:00,56,True,True,30.042651583004044
2025-12-13 00:00:00+01:00,56,True,True,98.9053162919954
2025-12-14 00:00:00+01:00,56,True,True,175.93856079100078
2025-12-15 00:00:00+01:00,56,True,True,25.19683766700473
2025-12-16 00:00:00+01:00,56,True,True,25.9721076249989
2025-12-17 00:00:00+01:00,56,True,True,24.115243125001143
2025-12-18 00:00:00+01:00,56,True,True,28.614765750004153
2025-12-19 00:00:00+01:00,56,True,True,25.447658292003325
2025-12-20 00:00:00+01:00,56,True,True,24.124030625003797
2025-12-21 00:00:00+01:00,56,True,True,25.82628270800342
2025-12-22 00:00:00+01:00,56,True,True,25.71986150000157
2025-12-23 00:00:00+01:00,56,True,True,24.543333834000805
2025-12-24 00:00:00+01:00,56,True,True,23.514272207998147
2025-12-25 00:00:00+01:00,56,True,True,24.046345125003427
2025-12-26 00:00:00+01:00,56,True,True,24.010095290999743
2025-12-27 00:00:00+01:00,56,True,True,25.757406208998873
2025-12-28 00:00:00+01:00,56,True,True,26.09314345799794
2025-12-29 00:00:00+01:00,56,True,True,25.57686620799359
2025-12-30 00:00:00+01:00,56,True,True,26.938980457998696
2025-12-31 00:00:00+01:00,56,True,True,26.045239459002914
2026-01-01 00:00:00+01:00,56,True,True,29.841835833001824
2026-01-02 00:00:00+01:00,56,True,True,23.761504875001265
2026-01-03 00:00:00+01:00,56,True,True,21.743018957997265
2026-01-04 00:00:00+01:00,56,True,True,22.695213417006016
2026-01-05 00:00:00+01:00,56,True,True,22.628041708005185
2026-01-06 00:00:00+01:00,56,True,True,23.96953487499559
2026-01-07 00:00:00+01:00,56,True,True,25.288622459003818
2026-01-08 00:00:00+01:00,56,True,True,26.76513145899662
2026-01-09 00:00:00+01:00,56,True,True,25.852738250003313
2026-01-10 00:00:00+01:00,56,True,True,29.16551954199531
2026-01-11 00:00:00+01:00,56,True,True,33.915736292001384
