period,mae,rmse,bias,n_obs,n_inf_nan
full,16.068423757804496,40.24062579556134,0.32261205631433076,14496,0
oct_2025,22.818412997789615,75.83420581288142,-0.3394491865452927,2976,0
nov_2025,17.831940227426962,30.785053503950632,-2.5877837979607112,2880,0
dec_2025,10.894982996784293,16.422598151555174,1.660116463379422,2976,0
jan_2026,14.579212806828194,23.735817699567217,-4.214009620682547,2976,0
feb_2026,14.082246705793038,20.68684296428317,7.715769539342364,2688,0
