period,mae,rmse,bias,n_obs,n_inf_nan
full,13.862688331934839,22.086142570317453,1.0302186249267187,14496,0
oct_2025,17.940795346328223,28.555558286278046,-1.6451004972542704,2976,0
nov_2025,15.392995304011404,25.201550246700116,1.4880904211686004,2880,0
dec_2025,11.930129147455206,15.970706480605886,6.464420708000548,2976,0
jan_2026,13.815629753523964,22.65878836268531,-4.9571359355426114,2976,0
feb_2026,9.89974633340319,14.018968898706202,4.114020971341532,2688,0
