,q0.100,q0.250,q0.500,q0.750,q0.900,y_true
2025-12-01 00:00:00+01:00,77.20798555729903,83.46422942764232,89.88188127845018,96.39785383616059,102.81736774559138,90.91
2025-12-01 00:15:00+01:00,66.934988120376,73.108413562935,80.12342106929144,86.61451419084368,93.30657087977043,90.44
2025-12-01 00:30:00+01:00,75.27740529584293,79.87389544473623,85.27659391768054,90.90943004373524,96.00026659456731,86.29
2025-12-01 00:45:00+01:00,77.5439576357636,82.61984216865022,88.30356002300992,93.74322291322409,98.72499410572158,84.34
2025-12-01 01:00:00+01:00,71.64901916253723,76.31589354725801,81.76604646360605,87.26855014223511,95.05218923484256,90.79
2025-12-01 01:15:00+01:00,73.91189393244427,78.45235026053335,83.91813419966869,89.71380103224308,95.9451600832601,85.05
2025-12-01 01:30:00+01:00,72.35558925962631,77.30594002099546,82.87485036214395,88.67950504586915,94.48224958644202,85.46
2025-12-01 01:45:00+01:00,70.6603968967977,76.1025352121268,81.10896970359047,86.66681067822705,92.70824374652881,82.79
2025-12-01 02:00:00+01:00,73.75710049884404,78.08975081861317,82.37626508942559,87.5180348576939,93.97928186938856,85.03
2025-12-01 02:15:00+01:00,74.60741375112728,79.21917167142216,84.14947306615655,88.86326498643078,93.07647482325493,81.35
2025-12-01 02:30:00+01:00,73.49440229135081,78.189231433439,82.90469649617029,87.87579732360244,93.05568491872114,78.91
2025-12-01 02:45:00+01:00,63.61886650863658,68.41115732518679,73.92334792109494,80.24772255584159,86.42113244885674,80.07
2025-12-01 03:00:00+01:00,68.96804728082687,73.54556945051586,78.58677215022782,83.97245074222252,90.7645634166586,86.29
2025-12-01 03:15:00+01:00,69.58722170182557,75.07643952259575,80.75248439930675,85.83711441186772,91.49509649707116,85.02
2025-12-01 03:30:00+01:00,69.16199796601454,74.9649203302813,79.72806865198707,84.43367807818086,92.22465165178085,82.8
2025-12-01 03:45:00+01:00,65.62805926856136,71.2491524351715,76.69301840180646,82.12118953650787,87.69980072966037,86.45
2025-12-01 04:00:00+01:00,67.38548878996885,74.66210580391905,80.16925206577419,85.19125802383559,90.13341373417971,80.08
2025-12-01 04:15:00+01:00,63.398740687521894,70.34527669683956,75.41442958207305,80.69057751421873,86.26752594180041,81.32
2025-12-01 04:30:00+01:00,67.84645132811968,73.5071421197464,78.63258770020532,84.07894261939082,89.65041131756936,76.83
2025-12-01 04:45:00+01:00,67.51737125472056,79.01830484284059,84.41809810909335,89.9691056077239,95.32352410187823,82.8
2025-12-01 05:00:00+01:00,66.3892558163177,73.01829795721719,78.7019294864576,84.79591799743724,91.57424617385209,81.36
2025-12-01 05:15:00+01:00,80.05946262136021,85.16945980261389,90.60295261775013,96.18580660723731,101.32646850677892,79.44
2025-12-01 05:30:00+01:00,78.44458813827256,84.50463289222971,90.41144402735395,96.20495885453803,100.7461443055677,90.9
2025-12-01 05:45:00+01:00,72.02175118136184,77.78686629418999,84.40678923746945,92.76066467207863,100.98582785034588,103.28
2025-12-01 06:00:00+01:00,68.09268420240323,81.06476407939672,90.00421743861072,98.26158156286985,105.62472051687102,77.9
2025-12-01 06:15:00+01:00,83.34207518571155,92.391488345557,100.030688169399,107.41427890032973,113.76663319637953,81.33
2025-12-01 06:30:00+01:00,88.69448127397204,97.05124198546123,104.82919889964467,113.39786763396859,123.38295922370499,92.36
2025-12-01 06:45:00+01:00,89.95551056898029,105.91817769991266,118.25214845627349,129.03077702084133,138.0650558638446,102.91
2025-12-01 07:00:00+01:00,80.26164184540467,96.59383912196856,110.03870082613483,121.70072430780704,131.50305237961095,119.01
2025-12-01 07:15:00+01:00,104.644915454698,113.87213710373886,125.86048457230707,135.76992835394728,144.30714110614426,119.06
2025-12-01 07:30:00+01:00,117.81583536533593,129.16969517494698,140.61797254894512,157.8873512076451,174.35784004615167,130.98
2025-12-01 07:45:00+01:00,98.6255382669531,109.2384155082658,122.0575904729157,138.2903989228109,160.1393658991599,142.39
2025-12-01 08:00:00+01:00,130.41015680459344,149.04743518196665,164.87049103535944,179.34142963296992,197.16501866244104,170.36
2025-12-01 08:15:00+01:00,120.84520628188191,132.9432946504551,148.1635814170006,159.37639953355972,184.18503797158456,146.72
2025-12-01 08:30:00+01:00,102.92120843458086,114.76947541975143,126.02019438919679,135.80819571916518,144.7167653336976,122.86
2025-12-01 08:45:00+01:00,68.02264410784167,91.32235866867777,103.60186682228209,117.58362648665317,129.08041274528298,117.39
2025-12-01 09:00:00+01:00,121.19413060172685,132.34872157645725,145.6832431563555,161.16948105911703,179.99134554728698,117.0
2025-12-01 09:15:00+01:00,106.52495944234438,119.68469778363061,129.51535803408183,138.94215038666752,146.73477059125844,112.59
2025-12-01 09:30:00+01:00,86.3114402861062,97.01368706148291,107.26511467383622,116.7293926107979,126.04504507226281,104.5
2025-12-01 09:45:00+01:00,60.232161781207886,82.40671048265335,95.66462096187428,105.32863542920782,114.52499405878498,86.29
2025-12-01 10:00:00+01:00,89.19307742233673,97.61611354999683,108.0935355258226,119.7598038102765,134.06762353356328,97.71
2025-12-01 10:15:00+01:00,82.83756123379223,92.53016500417256,101.85903010289783,112.24003391221427,121.71760612172035,95.05
2025-12-01 10:30:00+01:00,86.14108173716036,97.30125513391265,105.26898899451065,112.75202983036634,122.97596528317492,95.02
2025-12-01 10:45:00+01:00,70.19357720907104,79.20103666251782,89.15785406628265,98.19273660950157,106.17455168373063,87.15
2025-12-01 11:00:00+01:00,84.9080757469762,91.52847223176799,99.24608575273142,109.08450263726661,119.42381580519776,90.58
2025-12-01 11:15:00+01:00,80.47047146609768,88.99366485747075,97.00442659127678,106.00204176654478,116.99954127287756,86.3
2025-12-01 11:30:00+01:00,82.66726197270269,95.04993956192568,102.49868359481601,108.64886278598276,116.18280013155407,83.32
