period,mae,rmse,bias,n_obs,n_inf_nan
full,10.17274747503967,17.205679544117366,-0.8671273755826503,14496,0
oct_2025,14.143938920800103,23.02028273569214,-0.8738679071225646,2976,0
nov_2025,11.776075995982476,21.023615996597204,-1.583489751029059,2880,0
dec_2025,8.414190433924635,11.562128659872975,0.6606920123385956,2976,0
jan_2026,9.594345888009494,16.208735345753833,-3.658665938270726,2976,0
feb_2026,6.645566297384089,9.865260718306368,1.3069841300923972,2688,0
