period,mae,rmse,bias,n_obs,n_inf_nan
full,16.265212129688702,29.559854832605144,-0.15983695449638105,13824,0
oct_2025,22.37148398486428,45.42466993771175,-0.02025015647767612,2496,0
nov_2025,18.634375041272403,32.39537557532303,-3.1124143535846187,2880,0
dec_2025,12.370022215032657,19.288697089180094,0.8690877959536939,2976,0
jan_2026,15.683944199691556,25.4835426899774,-4.93463620486553,2784,0
feb_2026,12.97127290619508,19.204007012487967,6.680183624821971,2688,0
