period,mae,rmse,bias,n_obs,n_inf_nan
full,7.2616843706723335,11.400663607921844,-0.5534623357510823,8640,0
dec_2025,7.859774579058029,11.277115851019445,0.06579268447711821,2976,0
jan_2026,8.125127126518676,13.70596216241089,-1.3895045391482088,2976,0
feb_2026,5.643558588844007,8.306479400641903,-0.31344795438548545,2688,0
