,train_days,feature_group,ANC
0,112,Wind d,43.38024093488362
1,112,Load d,30.87307266583473
2,112,Price d-1,28.524358474068553
3,112,Solar d,7.538784109309491
4,112,15-min market dummy,3.216942248667408
5,112,Price d-7,3.204822578532294
6,112,Price d-2,2.0289153724609665
7,112,Weekday,1.4536975634746434
8,112,Holiday,0.019474843703480706
