train_days,cluster_group,ANC,cluster_id
112,Wind Cluster 2,20.58811633302379,2
112,Wind Cluster 0,13.811998573421295,0
112,Wind Cluster 1,5.346502216368176,1
112,Wind Cluster 4,2.1181151515721295,4
112,Wind Cluster 3,1.7529519066040469,3
