train_days,cluster_group,ANC,cluster_id
112,Solar Cluster 4,3.5948452099298973,4
112,Solar Cluster 3,3.0557383362419936,3
112,Solar Cluster 0,0.7120983466920846,0
112,Solar Cluster 2,0.6444803817626676,2
112,Solar Cluster 1,0.42854815432333077,1
