period,mae,rmse,bias,n_obs,n_inf_nan
full,16.614874983764707,39.90554465861428,1.4203518188674351,14496,0
oct_2025,24.01320872657509,74.80316906282593,-1.7328442384535876,2976,0
nov_2025,17.979301513655862,30.195947635568196,3.381373183328745,2880,0
dec_2025,10.95090528834688,15.809368331279831,3.384247038603192,2976,0
jan_2026,15.706189020949594,25.115978137834215,-5.023529930419484,2976,0
feb_2026,14.23884582238487,20.995177059884792,7.770281078124521,2688,0
