period,mae,rmse,bias,n_obs,n_inf_nan
full,16.652498779487495,28.48722881280855,-0.7083857907837134,13728,0
oct_2025,22.717371802083726,39.53510411315064,-2.729300596849565,2496,0
nov_2025,19.128031074222527,33.57331924020774,-4.627984943808575,2784,0
dec_2025,11.384290615576344,16.45135926322583,3.3475821488880135,2976,0
jan_2026,16.09201730439389,26.86920623932407,-8.008095273850586,2784,0
feb_2026,14.870044519635425,21.871734340397413,8.297640254735887,2688,0
