period,mae,rmse,bias,n_obs,n_inf_nan
full,10.486395055358958,17.94776904341571,-0.989055997520086,13728,0
oct_2025,15.149734268454027,24.878356782263754,-1.8837784183180553,2496,0
nov_2025,12.633186936575967,22.785070630901593,-2.3529717751078714,2784,0
dec_2025,8.63230484808644,11.915214095867858,0.7291781668490579,2976,0
jan_2026,9.666255953013406,16.26513659225055,-3.201467488292813,2784,0
feb_2026,6.834860994562666,10.075439063560154,1.6434802391855803,2688,0
