period,mae,rmse,bias,n_obs,n_inf_nan
full,9.355715238054067,15.820348362345165,-0.6916363921222118,14496,0
oct_2025,13.117201801209472,21.757802370393872,-0.5089331010977739,2976,0
nov_2025,10.716138452318559,18.69304835962054,-0.07164239764429128,2880,0
dec_2025,7.766389517413807,10.480531994959966,0.3201019575883412,2976,0
jan_2026,8.861115623151816,15.060100920911934,-3.3472636652536187,2976,0
feb_2026,6.04081900648498,8.860708342522965,0.2618255639474758,2688,0
