period,mae,rmse,bias,n_obs,n_inf_nan
full,9.038438725881237,15.130117240811275,-0.6714920553118079,14496,0
oct_2025,12.568218940747213,20.73835132109205,-0.9644686236500633,2976,0
nov_2025,10.496329093435037,18.046156506298043,0.6673633283956661,2880,0
dec_2025,7.650893396711578,10.746739732778133,-0.18376305444231855,2976,0
jan_2026,8.558284130032638,13.946720815130126,-2.6132907128801577,2976,0
feb_2026,5.6362530111707585,8.138340602941458,-0.17175021727872353,2688,0
